topic_title,topic_url,post_author,post_body,thread_author
Library Genesis on Usenet,http://genofond.org/viewtopic.php?f=17&sid=af7ae4baf277d09e04438c238bb33704&t=6769,bookwarrior,"<div class=""postbody"">from scratch maybe an overkill, just a replacement of the head message code in a book thread should suffice, one PHP-script, like in our case for the Librarian interface: <!-- m --><a class=""postlink"" href=""http://libgen.org/librarian/"">http://libgen.org/librarian/</a><!-- m --><br>(genesis:upload)<br><br>you can see the forbidden to modify entries as the uneditable fields below, for an example book <!-- m --><a class=""postlink"" href=""http://libgen.org/librarian/registration?md5=00b800ea9aee39af51a6c0d980c74398"">http://libgen.org/librarian/registratio ... d980c74398</a><!-- m --><br><br>if something functionally similar appears for each book, the rest of the site can be kept as is. The well known Open Library has a similar interface, when I first saw it, it was amazingly similar to our Librarian GUI. It's a good indication that other ways may miss something important. OL has invested a lot of efforts to a dedicated database engine to work with records, but the GUI hasn't gotten much more complex than ours (which is quite simple, but fills in a regular database structure).</div>",123dutch
Library Genesis on Usenet,http://genofond.org/viewtopic.php?f=17&sid=af7ae4baf277d09e04438c238bb33704&t=6769,bookwarrior,"<div class=""postbody"">after looking to the insides of uz-trans and seeing how the books get to the collection, it stroke me that it would be good to have a global book collector site with inified upload process that distributes books over the libraries registered in it (and supporting the protocol). Because it seems that everyone is fighting with the same set of technical problems, and many large libraries could've been much more efficient, if they had some protocols. I mean that releasing books in forum threads is a heavy approach: the book needs to be processed by many, manually. The post-moderation approach works fine too.<br><br>Many different specialized libraries is very good, but they need to follow some protocol, then humans can do what they do best, and the mighty ""computer"" (the global marshalling portal) will be doing the best it can: distributing books to different libraries, but keeping track of all of them in the database.<br><br>Of course, the database will be much-much more simple than that of OpenLibrary, e.g., but the number of electronically available books suggests that such a way is a lot more productive than making a perfect database without book files properly attached to it.</div>",123dutch
Library Genesis on Usenet,http://genofond.org/viewtopic.php?f=17&sid=af7ae4baf277d09e04438c238bb33704&t=6769,ansaron,"<div class=""postbody"">@123dutch<br><br>Thank you very much for this! I am unable to use torrents as my service provider throttles/shapes all p2p traffic (I get 1 KB/s at best). This makes it entirely impractical to  download a multi-terabyte archive via torrents. Usenet, on the other hand, runs at full speed. You have made it possible for me to mirror libgen! (I have quite limited speed so this is still going to take 6-8 months -- better than 6-8 YEARS though.)<br><br>I do have one suggestion:<br>Would you consider increasing the percentage of PAR files? You are currently providing about 5% par2 recovery files. In one case (the gen10000esis fileset), using astraweb as my usenet provider, I was unable to recover from checksum mismatch errors -- 67 additional blocks were still required for repair. In this case I was able  to  successfully re-download this fileset from my ISP-provided newsserver (*very slow*) which gets its data from gigagnews. <br><br>It would be good to make the Usenet backup of libgen as robust as possible; increasing the percentage of available PAR2 files would go a long way to achieving this. While this would increase your upload times by 5-10%  it would greatly increase the chances of successfully downloading libgen material without having to use backup servers.<br><br>In any case, you're doing the world a great service. Thank you again!<br><br>@bookwarrior: Of course I also have to thank you and the libgen crew for creating this amazing library. I am sure thousands all over the world think kind thoughts for you and all your efforts.</div>",123dutch
Library Genesis on Usenet,http://genofond.org/viewtopic.php?f=17&sid=af7ae4baf277d09e04438c238bb33704&t=6769,123dutch,"<div class=""postbody""><div class=""quotetitle"">ansaron wrote:</div><div class=""quotecontent"">@123dutch<br><br>I do have one suggestion:<br>Would you consider increasing the percentage of PAR files? You are currently providing about 5% par2 recovery files. In one case (the gen10000esis fileset), using astraweb as my usenet provider, I was unable to recover from checksum mismatch errors -- 67 additional blocks were still required for repair. In this case I was able  to  successfully re-download this fileset from my ISP-provided newsserver (*very slow*) which gets its data from gigagnews. <br><br></div><br><br>Dear ansaron,<br><br>Thanks very much for your reply. It is nice to see that the NZB''s are actually used <img src=""./images/smilies/icon_e_smile.gif"" alt="":)"" title=""Smile""><br>Some newer NZB''s have been uploaded already, but I will increase par2 to 10%, starting with gen108000essis .<br><br>Kind regards,<br>123dutch</div>",123dutch
Library Genesis on Usenet,http://genofond.org/viewtopic.php?f=17&sid=af7ae4baf277d09e04438c238bb33704&t=6769,ansaron,"<div class=""postbody""><div class=""quotetitle"">123dutch wrote:</div><div class=""quotecontent"">Dear ansaron,<br><br>Thanks very much for your reply. It is nice to see that the NZB''s are actually used <img src=""./images/smilies/icon_e_smile.gif"" alt="":)"" title=""Smile""><br>Some newer NZB''s have been uploaded already, but I will increase par2 to 10%, starting with gen108000essis .<br><br>Kind regards,<br>123dutch</div><br><br>Dear 123dutch,<br><br>I'm sure there are many others out there making use of your Usenet uploads too -- and numbers will increase as word about the availability of the libgen archive via Usenet gets out. I do appreciate your decision to increaser the percentage of par2 repair files; Thanks!<br><br>I am now systematically downloading the available archives and came across one unusual error: In downloading the gen22000isis fileset  there were some checksum erros, but these were repairable by the parity files. However, the resulting repaired rar files were then reported as being corrupt. On OS X  the decompression tools refused to extract files, reporting either a corrupted  or passworded archive. I moved the rar files to a windows machine which extracted 998 out of 1000 files, reporting two files as  being corrupt:<br>!   I:\1358885413\gen22000esis.part01.rar: CRC failed in 22000\00b010f787b357e24133a8b976650e67. The file is corrupt<br>!   I:\1358885413\gen22000esis.part04.rar: CRC failed in 22000\650c08e11b676a4dc2f5ede8c8287a4c. The file is corrupt<br><br>I downloaded the archive twice; once using astraweb and once using TweakNews, so I don't think this is a Usenet provider problem (in any case the archive has been successfully repaired so the problem is deeper.) Could you check on this?<br><br>One additional thing: you're splitting up the rar files at the 1GB level; this is (based at least on my experience of Usenet) unusually large. Is there a reason for this? Is there slightly less overhead in uploading a smaller number of files? The reason I ask is that I'm getting more checksum errors than I'm used to seeing. Could it be that the very large size of the rar files is responsible? Would it be a burden to decrease the size of each rar file to, say, 100MB? (My usual Usenet provider astraweb is normally quite reliable -- except when they overeagerly obey DMCA takedown orders! --  so it's a bit worrying.)<br><br>Please do let me know if you want these sort of reports, or if you'd prefer me to shut up  <img src=""./images/smilies/icon_e_smile.gif"" alt="":)"" title=""Smile"">.<br><br>In any case, with great gratitude,<br>ansaron</div>",123dutch
Library Genesis on Usenet,http://genofond.org/viewtopic.php?f=17&sid=af7ae4baf277d09e04438c238bb33704&t=6769,123dutch,"<div class=""postbody"">Haha, no please keep the remarks coming <img src=""./images/smilies/icon_e_smile.gif"" alt="":)"" title=""Smile""><br>1GB is big, but since some archives are 20G I thought we would get so many files... I can make the rar''s smaller if that helps.<br>I wonder if that changes the outcome. I am using giganews so I have no idea if that makes a difference towards other providers. 100MB on the other hand seems so small, since you would get really many files.<br><br>Now I am not verifying the rar. I will from now on.<br>Now I am not adding a recovery archive to the rar. Maybe I should.<br><br>So I would like to hear your opinion on number 2 and 3:<br>1. I raised the par2 to 10% already &lt;-- good for recovering, but the 9TB size gets 5% bigger. (it is a choice to download all par2 files - so this is not a real problem - if you have giganews you will almost never need the par2 files)<br>2. I can add the recovery archive &lt;-- this would increase the chance of recovering (if used well), but also this would increase the total size of the archive. (this increases the total size for everyone)<br>3. making smaller sizes like 100MB parts instead of 1GB parts would really help?<br><br>kind regards,<br>123dutch</div>",123dutch
Library Genesis on Usenet,http://genofond.org/viewtopic.php?f=17&sid=af7ae4baf277d09e04438c238bb33704&t=6769,ansaron,"<div class=""postbody""><div class=""quotetitle"">123dutch wrote:</div><div class=""quotecontent""><br>So I would like to hear your opinion on number 2 and 3:<br>1. I raised the par2 to 10% already &lt;-- good for recovering, but the 9TB size gets 5% bigger. (it is a choice to download all par2 files - so this is not a real problem - if you have giganews you will almost never need the par2 files)<br>2. I can add the recovery archive &lt;-- this would increase the chance of recovering (if used well), but also this would increase the total size of the archive. (this increases the total size for everyone)<br>3. making smaller sizes like 100MB parts instead of 1GB parts would really help?<br><br>kind regards,<br>123dutch</div><br><br>Good to know your original Usenet provider; as many of the checksum errors are introduced in the mirroring process Giganews might be a good choice for people intent on downloading libgen.  I was having a particularly bad time with astraweb. After I switched to TweakNews the number of corrupted files went down. I will certainly try GigaNews next.<br><br>In response to your points:<br>(1) Yes, it is a choice, and in fact some nzb clients are able to automatically decide if the par2 files are even required. Since some people will be using substandard ISP-provided nntp servers being generous with par files seems to be a very good idea. <br><br>(2) I think we should think in terms of maximizing the longterm robustness of  the Usenet backup of libgen. Since these files are hopefully going to be on Usenet servers for 4+ years (hopefully even longer as Usenet providers keep on extending their retention levels) we should aim at providing files that are are almost guaranteed to flawlessly decompress. Taking that longterm view means that an additional 5-10% downloading time is not a significant demerit. I vote for recovery archives.<br><br>(3) I honestly don't know. I have absolutely no experience of uploading to Usenet. My comments were based only on my extensive Usenet downloading. For now keep things as they are. I'm going to be using your NZBs 24/7 from today. If I encounter too frequent errors I'll let you know and you can try and adjust the RAR  part size down.<br><br>A question:  do you have this set up as some sort of automated cron job or are you manually preparing these uploads?  <br><br>One last comment: you started posting the libgen archive with the ID CPP-gebruiker, then recently switched to CPP-user (I know enough Dutch to know that's the same thing <img src=""./images/smilies/icon_e_smile.gif"" alt="":)"" title=""Smile""> ).  The last libgen archive that you posted as CPP-gebruiker was gen105000esis which after 2 days is still incomplete, while later archives are complete. Is there possibly a problem with the gen105000esis upload?       <br><br>As always, my thanks and kindest regards,<br>A.</div>",123dutch
Library Genesis on Usenet,http://genofond.org/viewtopic.php?f=17&sid=af7ae4baf277d09e04438c238bb33704&t=6769,123dutch,"<div class=""postbody"">Thanks for your comments again - they are welcomed.<br>I will make the adjustments for next uploads. <img src=""./images/smilies/icon_e_smile.gif"" alt="":)"" title=""Smile""><br>All is done manually. So I can simply make any adjustments without problem of things not uploaded yet. And if we encounter things that could have been uploader BETTER I will re-upload them.<br>ccp-user vs ccp-gebruiker: I was using my work-connection to upload since it much faster at that moment, and the upload killed my laptop uploading the gen105000eses. Killed the programm I use for uploading also (camelsystempowerpost). I tried some tricks - changing from the dutch to english version of the programm a few times - and it took me 4 days or so to finally find the problem. The user/gebruiker is from me using the english or dutch programm to upload. 105000 is still to be uploaded. I thought at some point that the error might be in the 105000, but it was not.<br>I uploaded the 106, 107 and 108 already. Will continue with the 105 next, using the new settings.<br><br>Please keep reporting so I have a list of things that need to be re-upped or not.<br>Thanks.<br><br>123dutch</div>",123dutch
Library Genesis on Usenet,http://genofond.org/viewtopic.php?f=17&sid=af7ae4baf277d09e04438c238bb33704&t=6769,bookwarrior,"<div class=""postbody"">123dutch<br><br>have you actually check MD5's before uploading to Usenet? It'll probably take a week, but it's worth doing, from our practice it always discovers surprizes. HDDs are imperfect, possibly 1 byte per billion isn't written correctly etc. Once the files settle in some machine it is desirable to do such a check once.</div>",123dutch
Library Genesis on Usenet,http://genofond.org/viewtopic.php?f=17&sid=af7ae4baf277d09e04438c238bb33704&t=6769,123dutch,"<div class=""postbody""><div class=""quotetitle"">bookwarrior wrote:</div><div class=""quotecontent"">123dutch<br><br>have you actually check MD5's before uploading to Usenet? It'll probably take a week, but it's worth doing, from our practice it always discovers surprizes. HDDs are imperfect, possibly 1 byte per billion isn't written correctly etc. Once the files settle in some machine it is desirable to do such a check once.</div><br><br>Good addition.<br>Texas is checking them now.<br>He started with 110.000 and up at my request now, before rarring them.<br>Those are all identical (except for a few files missing  - about 15 files or so are missing from the 9TB because they were infected (or most likely infected) by a virus - so IF you or anyone else sees an archive not containing 1000 but 998 books, then THAT is the reason).<br><br>So far all checks out  - the server we are using is quite fast, so checking md5 will take about 6 minutes per 1000 (88hours) - all will be checked before uploading now. If we encounter an md5 error in the ones uploaded already, then I will re-up.</div>",123dutch
Library Genesis on Usenet,http://genofond.org/viewtopic.php?f=17&sid=af7ae4baf277d09e04438c238bb33704&t=6769,ansaron,"<div class=""postbody""><div class=""quotetitle"">bookwarrior wrote:</div><div class=""quotecontent"">123dutch<br><br>have you actually check MD5's before uploading to Usenet? It'll probably take a week, but it's worth doing, from our practice it always discovers surprizes. HDDs are imperfect, possibly 1 byte per billion isn't written correctly etc. Once the files settle in some machine it is desirable to do such a check once.</div><br><br>@Bookwarrior: <br><br>It is really nice that you use the MD5 hash as the filename in libgen -- it makes the checking of a file's integrity self-contained.<br><br>If people are going to check the MD5s of libgen archives they might want to look at md5deep (<a href=""http://md5deep.sourceforge.net/"" class=""postlink"">http://md5deep.sourceforge.net/</a>). This has some very nice features compared to the usual md5sum program. The ones relevant to us are:<br><div class=""quotetitle""><b>Quote:</b></div><div class=""quotecontent"">1. Recursive operation - md5deep is able to recursive examine an entire directory tree. That is, compute the MD5 for every file in a directory and for every file in every subdirectory.<br>2. Comparison mode - md5deep can accept a list of known hashes and compare them to a set of input files. The program can display either those input files that match the list of known hashes or those that do not match.</div></div>",123dutch
Library Genesis on Usenet,http://genofond.org/viewtopic.php?f=17&sid=af7ae4baf277d09e04438c238bb33704&t=6769,bookwarrior,"<div class=""postbody"">123dutch<br><br>somewhen after you filter out the suspecious infected files, we'd appreciate the listing: in most cases in the past it was false positive, but there are many executables in LG yet (man power problem). Although 1 in a 1000 looks quite wrong, especially if it's in the first 100k. But it's all possible of course.</div>",123dutch
Library Genesis on Usenet,http://genofond.org/viewtopic.php?f=17&sid=af7ae4baf277d09e04438c238bb33704&t=6769,ansaron,"<div class=""postbody""><span style=""font-weight: bold"">Report on Libgen Usenet Postings gen0esis--gen25000esis:</span><br><br><span style=""font-weight: bold"">Directory:.......# Files:.......MD5 Mismatches:</span><br><div class=""codetitle""><b>Code:</b></div><div class=""codecontent"">    /0        999       0      <br> /1000       1000       0<br> /2000       1000       0<br> /3000       1000       0  <br> /4000       1000       0<br> /5000       1000       0 <br> /6000       1000       0<br> /7000       1000       0<br> /8000       1000       0<br> /9000       1000       0<br>/10000       1000       0<br>/11000       1000       0<br>/12000       1000       0<br>/13000       1000       0<br>/14000       1000       0<br>/15000       1000       0<br>/16000       1000       0<br>/17000       1000       0<br>/18000       1000       0<br>/19000       1000       0<br>/20000       1000       0<br>/21000       1000       0<br>/22000        998       1 (Repost: 1000 files, 0 MD5 Mismatches)<br>/23000       1000       0<br>/24000       1000       0<br>/25000       1000       0<br></div><br>All archives except gen22000esis expanded correctly. <br><br>In gen22000esis the rar archive was reported as being corrupted. 998/1000 files were extracted, with the remaining two being reported as corrupt. In addition md5deep found a hash mismatch for the file 22000/f54a3bce73a27a235960db70c636aded  <br><br>Conclusion: gen22000esis needs to be re-upped.<br><br>I will post reports on 123dutch's Usenet uploads (including MD5 verification) in batches of 25000.<br><br><span style=""font-weight: bold"">EDIT:</span> gen22000esis-repost.nzb is perfect. It decompresses without error and there are no MD5 mismatches.</div>",123dutch
Library Genesis on Usenet,http://genofond.org/viewtopic.php?f=17&sid=af7ae4baf277d09e04438c238bb33704&t=6769,bookwarrior,"<div class=""postbody""><div class=""quotetitle"">ansaron wrote:</div><div class=""quotecontent"">I will post reports on 123dutch's Usenet uploads (including MD5 verification) in batches of 25000.</div>perfect!!! Thanks a lot!</div>",123dutch
Library Genesis on Usenet,http://genofond.org/viewtopic.php?f=17&sid=af7ae4baf277d09e04438c238bb33704&t=6769,123dutch,"<div class=""postbody"">The 22000 is one of the archives before I verified rar''s... I downloaded this one, extracted, and it gives 2 crc errors.<br>The 22000 will be reupped today, name: gen22000esis-repost  , but ofcourse the nzb will be added to the repository as well.<br><br>Texas is busy verifying all archives for missing books. Also for MD5 mismatches. He will probably finish today or tomorrow and report his findings here.<br><br>Note: today I encountered the first time with creating par2 files that quickpar gave an error creating the files. I did my usually tests and tricks  - and sometimes changing the settings in quickpar could fix it - but the bigger the archive the more difficult to fix. On the net is explained that when you have too much internal memory quickpar can give these kind of errors. The only one that I could not make par files for was 121000 so far (which is a huge archive of 33GB) - not even with another programm. But on my laptop I have only 4GB so I am making it there with no problem (just takes very long)</div>",123dutch
bookos,http://genofond.org/viewtopic.php?f=17&sid=af7ae4baf277d09e04438c238bb33704&start=75&t=6785,ringo-ring,"<div class=""postbody""><div class=""quotetitle"">hogart wrote:</div><div class=""quotecontent"">Ну если Bill_G говорит, что ему удобней закачивать, а не предоставлять доступ, то наверно так и есть.</div><br><br>Вы, коллега, не правы. На самом деле Биллу больше нравится предоставлять доступ  <img src=""./images/smilies/icon_e_geek.gif"" alt="":geek:"" title=""Geek""></div>",ringo-ring
bookos,http://genofond.org/viewtopic.php?f=17&sid=af7ae4baf277d09e04438c238bb33704&start=75&t=6785,hogart,"<div class=""postbody"">Ну да, и это тоже имелось ввиду.</div>",ringo-ring
