topic_title,topic_url,post_author,post_body,thread_author
Scientific paper request / Запрос статей из научных журналов,http://genofond.org/viewtopic.php?f=9&t=123,bookwarrior,"<div class=""postbody""><span style=""font-weight: bold"">artifikulo</span><br>простите пожалуйста, я случайно ваш эккаунт вынес, когда чистил спамеров - и на старуху бывает проруха. Зарегистрируйтесь, пожалуйста, ещё раз. Можно все те же данные указать.</div>",bookwarrior
Scientific paper request / Запрос статей из научных журналов,http://genofond.org/viewtopic.php?f=9&t=123,artifikulo,"<div class=""postbody""><span style=""font-weight: bold"">bookwarrior</span>, да ничего. Бывает. <img src=""./images/smilies/icon_e_wink.gif"" alt="";)"" title=""Wink""></div>",bookwarrior
Scientific paper request / Запрос статей из научных журналов,http://genofond.org/viewtopic.php?f=9&t=123,SilentNick,"<div class=""postbody"">Буду благодарен, если кто достанет следующие статьи:<br>1. <span style=""font-style: italic""><a href=""http://md1.csa.com/partners/viewrecord.php?requester=gs&amp;collection=TRD&amp;recid=200211633487MT&amp;q=&amp;uid=788783427&amp;setcookie=yes"" class=""postlink"">A parameter estimation based model of water-to-water heat pumps for use in energy calculation programs.</a></span><br>2. <span style=""font-style: italic""><a href=""http://bse.sagepub.com/cgi/content/abstract/24/3/203"" class=""postlink"">Parameter estimation based model of water-to-water heat pumps with scroll compressors and water/glycol solutions</a></span><br>3. <a href=""http://sim.sagepub.com/cgi/content/abstract/46/2/71"" class=""postlink"">Simulation of vapour-compression heat pumps</a><br>4. <a href=""http://www.osti.gov/energycitations/product.biblio.jsp?osti_id=5162683"" class=""postlink"">Development and use of a mathematical model of an engine-driven heat pump</a><br>5. <a href=""http://www.osti.gov/energycitations/product.biblio.jsp?osti_id=20082162"" class=""postlink"">Mathematical model development and simulation of heat pump fruit dryer</a><br>6. <a href=""http://www.osti.gov/energycitations/product.biblio.jsp?osti_id=5538660"" class=""postlink"">Oak Ridge heat-pump models. I. A steady-state computer design model for air-to-air heat pumps</a><br><span style=""color: red"">1 и 2 получены. Большое спасибо backwar!</span></div>",bookwarrior
Scientific paper request / Запрос статей из научных журналов,http://genofond.org/viewtopic.php?f=9&t=123,backwar,"<div class=""postbody""><div class=""quotetitle"">SilentNick wrote:</div><div class=""quotecontent"">1. A parameter estimation based model of water-to-water heat pumps for use in energy calculation programs.</div> <!-- m --><a class=""postlink"" href=""http://ifolder.ru/15689607"">http://ifolder.ru/15689607</a><!-- m --><br><div class=""quotetitle"">SilentNick wrote:</div><div class=""quotecontent"">2. Parameter estimation based model of water-to-water heat pumps with scroll compressors and water/glycol solutions</div> <!-- m --><a class=""postlink"" href=""http://ifolder.ru/15689507"">http://ifolder.ru/15689507</a><!-- m --></div>",bookwarrior
Scientific paper request / Запрос статей из научных журналов,http://genofond.org/viewtopic.php?f=9&t=123,SilentNick,"<div class=""postbody"">Может кто поделится:<br><a href=""http://inderscience.metapress.com/app/home/contribution.asp?referrer=parent&amp;backto=issue,6,7;journal,9,28;linkingpublicationresults,1:112373,1"" class=""postlink"">Thermodynamic modelling of a water-to-water heat pump using propane as refrigerant</a></div>",bookwarrior
Scientific paper request / Запрос статей из научных журналов,http://genofond.org/viewtopic.php?f=9&t=123,Bill_G,"<div class=""postbody"">обновил раздачку <br>Philosophical Transactions of the Royal Society +A +B - подшивка за 335 лет<br><!-- m --><a class=""postlink"" href=""http://torrents.ru/forum/viewtopic.php?t=2073147"">http://torrents.ru/forum/viewtopic.php?t=2073147</a><!-- m --></div>",bookwarrior
Scientific paper request / Запрос статей из научных журналов,http://genofond.org/viewtopic.php?f=9&t=123,artifikulo,"<div class=""postbody"">SilentNick, статьи 3, 5, 6 из первого списка <a href=""http://narod.ru/disk/18144925000/Archive.zip.html"" class=""postlink"">тут</a>. <img src=""./images/smilies/icon_e_wink.gif"" alt="";)"" title=""Wink""> К остальному нет доступа. <img src=""./images/smilies/icon_cry.gif"" alt="":cry:"" title=""Crying or Very Sad""></div>",bookwarrior
Scientific paper request / Запрос статей из научных журналов,http://genofond.org/viewtopic.php?f=9&t=123,xatkaru,"<div class=""postbody"">Очень нужна статья:<br><br>Taming Role Mining Complexity in RBAC<br>(авторы Alessandro Colantonioa, Roberto Di Pietrob, Alberto Ocelloa and Nino Vincenzo Verde)<br><!-- m --><a class=""postlink"" href=""http://www.sciencedirect.com/science?_ob=ArticleURL&amp;_udi=B6V8G-4Y5GXTC-2&amp;_user=10&amp;_coverDate=01%2F15%2F2010&amp;_rdoc=1&amp;_fmt=high&amp;_orig=search&amp;_sort=d&amp;_docanchor=&amp;view=c&amp;_searchStrId=1229474735&amp;_rerunOrigin=google&amp;_acct=C000050221&amp;_version=1&amp;_urlVersion=0&amp;_userid=10&amp;md5=8ee60b34d7c3e6733c4c7005d7ba0d09"">http://www.sciencedirect.com/science?_o ... 05d7ba0d09</a><!-- m --></div>",bookwarrior
Scientific paper request / Запрос статей из научных журналов,http://genofond.org/viewtopic.php?f=9&t=123,bookwarrior,"<div class=""postbody""><div class=""quotetitle"">xatkaru wrote:</div><div class=""quotecontent"">Очень нужна статья:<br><br>Taming Role Mining Complexity in RBAC<br>(авторы Alessandro Colantonioa, Roberto Di Pietrob, Alberto Ocelloa and Nino Vincenzo Verde)<br><!-- m --><a class=""postlink"" href=""http://www.sciencedirect.com/science?_ob=ArticleURL&amp;_udi=B6V8G-4Y5GXTC-2&amp;_user=10&amp;_coverDate=01%2F15%2F2010&amp;_rdoc=1&amp;_fmt=high&amp;_orig=search&amp;_sort=d&amp;_docanchor=&amp;view=c&amp;_searchStrId=1229474735&amp;_rerunOrigin=google&amp;_acct=C000050221&amp;_version=1&amp;_urlVersion=0&amp;_userid=10&amp;md5=8ee60b34d7c3e6733c4c7005d7ba0d09"">http://www.sciencedirect.com/science?_o ... 05d7ba0d09</a><!-- m --></div>сори, почему-то не заметил сообщение раньше<br><!-- m --><a class=""postlink"" href=""http://ifolder.ru/16910332"">http://ifolder.ru/16910332</a><!-- m --></div>",bookwarrior
Scientific paper request / Запрос статей из научных журналов,http://genofond.org/viewtopic.php?f=9&t=123,Irbis,"<div class=""postbody"">Кто-нибудь знает, где можно скачать журналы ""Мир гальваники"" начиная с 2008 года.<br><!-- m --><a class=""postlink"" href=""http://www.galvanicworld.com/arch/"">http://www.galvanicworld.com/arch/</a><!-- m --></div>",bookwarrior
Scientific paper request / Запрос статей из научных журналов,http://genofond.org/viewtopic.php?f=9&t=123,leongur,"<div class=""postbody"">Помогите, пожалуйста со статьями из Sciencedirect<br><br><br><a href=""http://www.sciencedirect.com/science?_ob=MImg&amp;_imagekey=B7598-48JJPY0-1CD-1&amp;_cdi=12948&amp;_user=9494854&amp;_pii=0001616073902216&amp;_orig=search&amp;_coverDate=01%2F31%2F1973&amp;_sk=999789998&amp;view=c&amp;wchp=dGLbVlz-zSkWb&amp;md5=cd130c21e8cedc418ca63990ee649561&amp;ie=/sdarticle.pdf"" class=""postlink"">1. Diffusion in the titanium-aluminium system—II. Interdiffusion in the composition range between 25 and 100 at.% Ti</a><br><a href=""http://www.sciencedirect.com/science?_ob=MImg&amp;_imagekey=B7598-48JJPY0-1CC-1&amp;_cdi=12948&amp;_user=9494854&amp;_pii=0001616073902204&amp;_orig=search&amp;_coverDate=01%2F31%2F1973&amp;_sk=999789998&amp;view=c&amp;wchp=dGLzVlb-zSkzS&amp;md5=7b40d4372502ccffa9b06c6b74db7b4a&amp;ie=/sdarticle.pdf"" class=""postlink"">2. Diffusion in the titanium-aluminium system—I. Interdiffusion between solid Al and Ti or Ti-Al alloy</a><br><a href=""http://www.sciencedirect.com/science?_ob=MImg&amp;_imagekey=B6TX8-3VSKSGH-3-4&amp;_cdi=5584&amp;_user=9494854&amp;_pii=0966979594000336&amp;_orig=article&amp;_coverDate=12%2F31%2F1996&amp;_sk=999959996&amp;view=c&amp;wchp=dGLzVtb-zSkzS&amp;md5=f75654a0f99843e6efb9431937568672&amp;ie=/sdarticle.pdf"" class=""postlink"">3.Single-phase interdiffusion in TiAl</a><br><a href=""http://www.sciencedirect.com/science?_ob=MImg&amp;_imagekey=B6TXD-3VS92GC-8-1&amp;_cdi=5588&amp;_user=9494854&amp;_pii=092150939610246X&amp;_orig=article&amp;_coverDate=08%2F15%2F1996&amp;_sk=997869998&amp;view=c&amp;wchp=dGLbVlb-zSkzS&amp;md5=85b6bcff072ad3f1100e1fccbd981595&amp;ie=/sdarticle.pdf"" class=""postlink"">4.Single-phase interdiffusion in TiAl and Ti3Al intermetallic compounds</a><br><br><span style=""color: #FF0000""><span style=""font-weight: bold"">Все получено, большое спасибо!</span></span></div>",bookwarrior
Scientific paper request / Запрос статей из научных журналов,http://genofond.org/viewtopic.php?f=9&t=123,backwar,"<div class=""postbody""><div class=""quotetitle"">leongur wrote:</div><div class=""quotecontent"">Помогите, пожалуйста со статьями из Sciencedirect</div><br>1-4: <!-- m --><a class=""postlink"" href=""http://rghost.net/2200853"">http://rghost.net/2200853</a><!-- m --></div>",bookwarrior
Scientific paper request / Запрос статей из научных журналов,http://genofond.org/viewtopic.php?f=9&t=123,burykin,"<div class=""postbody"">Очень нужна следующая статья:<br>Francisco O. Redelico, Araceli N. Proto, Nonlinear time series into complex networks scheme. International Journal of Bifurcation and Chaos (IJBC), 20(2), pp. 413-417. (2010)<br>DOI No: 10.1142/S0218127410025880 <!-- m --><a class=""postlink"" href=""http://dx.doi.org/10.1142/S0218127410025880"">http://dx.doi.org/10.1142/S0218127410025880</a><!-- m --><br>PDF: <!-- m --><a class=""postlink"" href=""http://www.worldscinet.com/ijbc/20/preserved-docs/2002/S0218127410025880.pdf"">http://www.worldscinet.com/ijbc/20/pres ... 025880.pdf</a><!-- m --><br><br><span style=""color: #FF0000"">спасибо, уже помогли на ru-board</span></div>",bookwarrior
Scientific article torrents / Научные статьи торрентами,http://genofond.org/viewtopic.php?f=9&t=6452,ply,"<div class=""postbody""><span style=""font-weight: bold"">Раздача научных статей</span><br><br>Дано: 100 000 научных статей общим объёмом порядка 100 ГБайт.<br>Задача: раздать всё добро торрентами.<br><br>Подборка состоит из около 20 журналов, в каждом журналом до 100 выпусков, в каждом выпуске до 40 номеров. Структура каталогов вложенная, повторяет разбивку Journal/Vol/Issue/file.pdf, каждая статья отдельным pdf файлом.<br><br>Предполагается запилить все статьи до 2011 года включительно отдельным массивом, чтобы удобно было обновлять подборку новыми статьями 2012 года.<br><br>Главный вопрос - как разбить на отдельные торренты? Если поделить на уровне выпуска, то статей в торренте будет относительно немного (до 1000), но самих торрентов куча-мала. Удобней разбить на уровне один торрент - один журнал.<br><br><span style=""font-weight: bold"">Вопрос первый:</span><br>Выдержит ли типичный торрент-клиент подборку журнала из 40 000 статей в одном торрент-файле, пусть даже сами статьи разбиты по вложенным папкам.<br><br><span style=""font-weight: bold"">Вопрос второй:</span><br>Имеет ли смысл всё добро запаковать несколькими zip-файлами с нулевой компрессией (либо образом ISO), просто для того, чтобы торрент-клиент не сходил с ума. Побочный положительный эффект: такой подход будет стимулировать скачавшего поддерживать раздачу сразу всего тома/журнала.<br>Кроме того, принципиально возможно раздавать веб-сервером постатейно прямо из архива, либо скриптом, либо решением на уровне файловой системы вроде <a href=""http://code.google.com/p/fuse-zip/wiki/PerformancePage"" class=""postlink"">fuse-zip</a> (linux) и <a href=""http://www.pismotechnic.com/pfm/doc/#arch-cmd"" class=""postlink"">Pismo</a> (Windows).<br><br>Кто что думает по этому поводу?</div>",ply
Scientific article torrents / Научные статьи торрентами,http://genofond.org/viewtopic.php?f=9&t=6452,Bill_G,"<div class=""postbody"">а что за журналы?<br>в принципе можно ничего не запаковывать, раздать как есть на рутрекере скажем<br><br>Выдержит ли типичный торрент-клиент подборку журнала из 40 000 статей в одном торрент-файле, пусть даже сами статьи разбиты по вложенным папкам.<br><br>в принципе да, но зачем делать 20 подшивок 1 торрентом - такой торрент ни один трекер по размеру не пропустит, сделайте 20 торрентов, <br>ну и памяти utorrent потребит в р-не гигабайта.<br><br><br>PS лично я имеющиеся подшивки гружу на magzdb (напр. <!-- m --><a class=""postlink"" href=""http://magzdb.org/j/last/1"">http://magzdb.org/j/last/1</a><!-- m -->) пакуя pdf-ки в zip с нулевой компрессией, 1 номер=1 файл, но это специфика  magzdb.</div>",ply
Scientific article torrents / Научные статьи торрентами,http://genofond.org/viewtopic.php?f=9&t=6452,ply,"<div class=""postbody"">Bill_G<br>а что за журналы?<br><br>opticsinfobase.org, покрытие ~85%, но в будущем обещают все 100% плюс метаданные.<br><br>Bill_G<br>в принципе да, но зачем делать 20 подшивок 1 торрентом - такой торрент ни один трекер по размеру не пропустит, сделайте 20 торрентов, ну и памяти utorrent потребит в р-не гигабайта.<br><br>Я так и предполагал - один журнал - один торрент. Просто в том же Appl. Opt. &gt;30 000 статей, если весь период от начала времён брать. А с оперативкой под utorrent это будет как раз проблемой, постоянно такую раздачу держать не выйдет. Можно, конечно, и разово раздать, но хотелось бы долгосрочное решение.<br><br>Получается оптимальное решение запаковать?</div>",ply
Scientific article torrents / Научные статьи торрентами,http://genofond.org/viewtopic.php?f=9&t=6452,HEPO,"<div class=""postbody"">удалил.<br>С телефона одно и тоже отправил случайно 2 раза</div>",ply
Scientific article torrents / Научные статьи торрентами,http://genofond.org/viewtopic.php?f=9&t=6452,HEPO,"<div class=""postbody"">а вроде же есть программа для создания торент файлов меньшего размера. Кажется на рутрекере даже инструкция была. Может ей получится создать файл приемлемого размера? rutracker.org/forum/viewtopic.php?t=3046<br>хотя модераторы еще могут пойти на встречу <img src=""./images/smilies/icon_e_smile.gif"" alt="":-)"" title=""Smile""></div>",ply
Scientific article torrents / Научные статьи торрентами,http://genofond.org/viewtopic.php?f=9&t=6452,ply,"<div class=""postbody""><div class=""quotetitle"">HEPO wrote:</div><div class=""quotecontent"">Может ей получится создать файл приемлемого размера?</div><br>Эт наверно для раздачи нескольких больших файлов может помочь. А для кучи маленьких один только список имён почти мегабайт занимает. Хотя утилита полезная.</div>",ply
Scientific article torrents / Научные статьи торрентами,http://genofond.org/viewtopic.php?f=9&t=6452,ply,"<div class=""postbody"">Bill_G<br>PS лично я имеющиеся подшивки гружу на magzdb (напр. <!-- m --><a class=""postlink"" href=""http://magzdb.org/j/last/1"">http://magzdb.org/j/last/1</a><!-- m -->) пакуя pdf-ки в zip с нулевой компрессией, 1 номер=1 файл, но это специфика  magzdb.<br><br>Я так понимаю некоторые подшивки на magzdb перекрываются с scimag 11M?<br>А как тогда файлы статей раздаются, отдельно распакованные лежат, а zip'ы сами по себе, и тоже место занимают?</div>",ply
Scientific article torrents / Научные статьи торрентами,http://genofond.org/viewtopic.php?f=9&t=6452,Bill_G,"<div class=""postbody"">ply <br>я на предмет пересекаемости не изучал, но думаю она есть, <br><br>да zipы сами по себе, а статьи (11М) россыпью сами по себе<br><br>я пока не знаю как их воедино слить</div>",ply
Scientific article torrents / Научные статьи торрентами,http://genofond.org/viewtopic.php?f=9&t=6452,bookwarrior,"<div class=""postbody""><div class=""quotetitle"">ply wrote:</div><div class=""quotecontent"">opticsinfobase.org, покрытие ~85%, но в будущем обещают все 100% плюс метаданные</div>охренеть<br><br>а в чём проблема с торрентами? 100 000 / 1000 = 100 торрентов. Размер торрента определяется кол-вом файлов и размеров брусков (chunks) данных, на которые распиливает торрент-клиент, чтобы для каждого расчитать хэш. Чанки можно менять в размерах, уменьшая размер торрентов. Практика показывает, что повтор хеша - явление невероятное и быстрее Венера второй раз пройдёт через солнечный диск (в данную минуту стоит на нём, следующий раз это случится в 2117 году; кто не увидел - я не виноват).<br><br><img src=""http://img38.imageshack.us/img38/8623/imag01493.jpg"" alt=""Image""></div>",ply
