content,link,title
"In case you’re out of the loop, we at Bushwick Daily are huge fans of ,and cannot wait to get down to Austin, Texas to check out what’s going on in the tech scene and who’s going to be making headlines in the music portion of the festival. We wrote an article outlining , at South By, and also published a list of ,. Now we’re letting you know that 4 Bushwick Daily writers will be present at SXSW, scouring the dry lands, drinking the free booze, and peeking through cacti to bring you photo coverage of the coolest bands, bars, venues, people and scenery that we see. Keep posted for a DAILY post (Wed-Fri and next week) packed full of pictures and videos showcasing the best things we experience at the world’s largest indie festival. And be jealous, very jealous.",http://bushwickdaily.com/2013/03/bushwick-daily-is-covering-sxsw-stay-tuned/,Bushwick Daily Is Covering SXSW! Stay Tuned!
"In case you’re out of the loop, we at Bushwick Daily are huge fans of ,and cannot wait to get down to Austin, Texas to check out what’s going on in the tech scene and who’s going to be making headlines in the music portion of the festival. We wrote an article outlining , at South By, and also published a list of ,. Now we’re letting you know that 4 Bushwick Daily writers will be present at SXSW, scouring the dry lands, drinking the free booze, and peeking through cacti to bring you photo coverage of the coolest bands, bars, venues, people and scenery that we see. Keep posted for a DAILY post (Wed-Fri and next week) packed full of pictures and videos showcasing the best things we experience at the world’s largest indie festival. And be jealous, very jealous.",http://bushwickdaily.com/2013/03/bushwick-daily-is-covering-sxsw-stay-tuned/,Bushwick Daily Is Covering SXSW! Stay Tuned!
" [DNAinfo], [Brooklyn Magazine], [Brownstoner], [Wyckoff Heights], [Animal New York]",http://bushwickdaily.com/2013/03/reading-list-abnormal-jump-in-bushwick-rents-by-20/,Reading List: Abnormal Jump in Bushwick Rents by 20%
" [DNAinfo], [Brooklyn Magazine], [Brownstoner], [Wyckoff Heights], [Animal New York]",http://bushwickdaily.com/2013/03/reading-list-abnormal-jump-in-bushwick-rents-by-20/,Reading List: Abnormal Jump in Bushwick Rents by 20%
"As ,, DIY venue , (on Broadway) closed at the end of February after three turbulent years of shows, parties and legal battles. Co-founder Jonny Aquadora tells Bushwick Daily the landlord “pulled the plug” on the space shortly after it was approved for a long-awaited liquor license, and that they are not currently planning to relocate the enterprise. “There were so many unforgettable magic moments that happened at XPO 929,” says Aquadora. “I hope that the community can learn from our tenacity and our mistakes and continue to create space for musical magic to thrive in Bushwick.” For more background on XPO, check out Bullet Media’s , from last summer. No word yet about what might take XPO’s place; let’s hope it’s not ",http://bushwickdaily.com/2013/03/xpo-929-is-closed-for-good/,XPO 929 is Closed for Good
"As ,, DIY venue , (on Broadway) closed at the end of February after three turbulent years of shows, parties and legal battles. Co-founder Jonny Aquadora tells Bushwick Daily the landlord “pulled the plug” on the space shortly after it was approved for a long-awaited liquor license, and that they are not currently planning to relocate the enterprise. “There were so many unforgettable magic moments that happened at XPO 929,” says Aquadora. “I hope that the community can learn from our tenacity and our mistakes and continue to create space for musical magic to thrive in Bushwick.” For more background on XPO, check out Bullet Media’s , from last summer. No word yet about what might take XPO’s place; let’s hope it’s not ",http://bushwickdaily.com/2013/03/xpo-929-is-closed-for-good/,XPO 929 is Closed for Good
"As I recently reported, I hosted a Match-Up Mash-Up Game Show at the ,’s FANTASTIC ,at ,. Besides the game show, there was a DJ! And art! And best of all, there were all the , people in one place at the same time! All in all, it was a really great time., ",http://bushwickdaily.com/2013/02/and-the-winner-ismeet-the-mash-up-match-up-game-winning-couple/,And the Winner Is…Meet the Mash-Up Match-Up Game Winning Couple!
"As I recently reported, I hosted a Match-Up Mash-Up Game Show at the ,’s FANTASTIC ,at ,. Besides the game show, there was a DJ! And art! And best of all, there were all the , people in one place at the same time! All in all, it was a really great time., ",http://bushwickdaily.com/2013/02/and-the-winner-ismeet-the-mash-up-match-up-game-winning-couple/,And the Winner Is…Meet the Mash-Up Match-Up Game Winning Couple!
"Welcome to Knickerbocker Ave – a Bushwick staple for mass quantities of toilet paper and late night Red Bulls from various bodegas!!! Did you know that Knickerbocker has practical and fashionable finds that won’t damage your wallet? Aside from the designer stores, proximity to Central Park and Trump Towers, it’s basically the 5th Ave of Bushwick. (Bogart obviously being Madison). Check out the top 10 finds under $10, and feel free to add your favorite Knickerbocker find in the comments section.",http://bushwickdaily.com/2013/02/10-things-under-10-on-knickerbocker-ave/,10+ Things Under $10 on Knickerbocker Ave
"Welcome to Knickerbocker Ave – a Bushwick staple for mass quantities of toilet paper and late night Red Bulls from various bodegas!!! Did you know that Knickerbocker has practical and fashionable finds that won’t damage your wallet? Aside from the designer stores, proximity to Central Park and Trump Towers, it’s basically the 5th Ave of Bushwick. (Bogart obviously being Madison). Check out the top 10 finds under $10, and feel free to add your favorite Knickerbocker find in the comments section.",http://bushwickdaily.com/2013/02/10-things-under-10-on-knickerbocker-ave/,10+ Things Under $10 on Knickerbocker Ave
" [DNAinfo], [TimeOutNY], or check them out in Bushwick (our guide coming up) [PaperMag], [Brokelyn], [FREEwilliamsburg], [Gothamist]",http://bushwickdaily.com/2013/02/reading-list-stolen-police-radio-causes-fake-emergencies-missed-connections-oscars/,"Reading List: Stolen police radio causes fake emergencies, Missed connections, Oscars"
" [DNAinfo], [TimeOutNY], or check them out in Bushwick (our guide coming up) [PaperMag], [Brokelyn], [FREEwilliamsburg], [Gothamist]",http://bushwickdaily.com/2013/02/reading-list-stolen-police-radio-causes-fake-emergencies-missed-connections-oscars/,"Reading List: Stolen police radio causes fake emergencies, Missed connections, Oscars"
"Bookworms rejoice! ,, a new library and reading room in Bushwick, will open its doors on Thursday, February 21 at 7PM with beers and impromptu readings. Book lovers can hang, drink and read, while members can check out books for a suggested donation of $20 for an annual membership. But don’t worry, there are also plenty of ways to get around the membership fee., ",http://bushwickdaily.com/2013/02/bushwick-book-nerds-have-a-new-hangout-mellow-pages/,Bushwick book nerds have a new hangout – Mellow Pages
"Bookworms rejoice! ,, a new library and reading room in Bushwick, will open its doors on Thursday, February 21 at 7PM with beers and impromptu readings. Book lovers can hang, drink and read, while members can check out books for a suggested donation of $20 for an annual membership. But don’t worry, there are also plenty of ways to get around the membership fee., ",http://bushwickdaily.com/2013/02/bushwick-book-nerds-have-a-new-hangout-mellow-pages/,Bushwick book nerds have a new hangout – Mellow Pages
"I weaved my way to the entrance, the lower level of a residential apartment building, trying not to step on the massive yellow lab standing sentinel at the front door. I glided past the waistcoated bartender with his melting bowl of ice and lonely bottle of cheap vodka that outlasted its mixers. I waited for him to wash out a few plastic cups that he happily filled with the remaining drudges of white wine and helped myself to a few Hershey’s Hugs that seemed out of place in the setting. Any feeling of pretense or discomfort dissolved as I went deeper into the gallery space and started focusing on the art present at the exhibition opening for ,., ",http://bushwickdaily.com/2013/02/giacometti-takes-on-bushwick/,Giacometti Takes on Bushwick
"I weaved my way to the entrance, the lower level of a residential apartment building, trying not to step on the massive yellow lab standing sentinel at the front door. I glided past the waistcoated bartender with his melting bowl of ice and lonely bottle of cheap vodka that outlasted its mixers. I waited for him to wash out a few plastic cups that he happily filled with the remaining drudges of white wine and helped myself to a few Hershey’s Hugs that seemed out of place in the setting. Any feeling of pretense or discomfort dissolved as I went deeper into the gallery space and started focusing on the art present at the exhibition opening for ,., ",http://bushwickdaily.com/2013/02/giacometti-takes-on-bushwick/,Giacometti Takes on Bushwick
"The hunt is over. You no longer feel the adrenalin rush of being preyed upon or preying on someone at Tandem on a Tuesday night. Your date isn’t just some random guy you met last night. You only want to curl up next to that special someone who won you in this battlefield called the Brooklyn dating scene! High five, you! So let’s celebrate this year’s Valentine’s Day with big Bushwick style! Put on the sexiest outfit (and underwear) you have in your closet, and let’s go! Here are the 10 best things to do for couples in Bushwick and beyond! And we’re talking creative fun dates:, ",http://bushwickdaily.com/2013/02/10-creative-and-fun-dates-for-valentines-day-in-bushwick-and-beyond/,10 Creative and Fun Dates for Valentine’s Day in Bushwick and Beyond
"The hunt is over. You no longer feel the adrenalin rush of being preyed upon or preying on someone at Tandem on a Tuesday night. Your date isn’t just some random guy you met last night. You only want to curl up next to that special someone who won you in this battlefield called the Brooklyn dating scene! High five, you! So let’s celebrate this year’s Valentine’s Day with big Bushwick style! Put on the sexiest outfit (and underwear) you have in your closet, and let’s go! Here are the 10 best things to do for couples in Bushwick and beyond! And we’re talking creative fun dates:, ",http://bushwickdaily.com/2013/02/10-creative-and-fun-dates-for-valentines-day-in-bushwick-and-beyond/,10 Creative and Fun Dates for Valentine’s Day in Bushwick and Beyond
,http://bushwickdaily.com/2013/02/what-snow-storm-top-5-music-shows-to-make-your-way-to-this-weekend/,What Snow Storm? Top 5 Music Shows to Make Your Way to This Weekend!
,http://bushwickdaily.com/2013/02/what-snow-storm-top-5-music-shows-to-make-your-way-to-this-weekend/,What Snow Storm? Top 5 Music Shows to Make Your Way to This Weekend!
"Sometimes it seems like our whole live revolves around the L train – a harrowing fact considering most of us have either been cursed out by a sassy teenage girl or seen someone strip down to their skivvies during the long commute home. After rides like those (or, let’s be honest, any subway ride), all we want, all we need is a stiff drink. Which is why we’re depleting our MetroCards to round up the best bars within steps of each L stop in Bushwick. Let’s start at the Montrose stop, where we can toast (or curse) the MTA at these five within-walking-distance bars., ",http://bushwickdaily.com/2013/02/drink-ride-5-bars-by-the-montrose-l-train-stop/,Drink & Ride: 5 Bars by the Montrose L Train Stop
"Sometimes it seems like our whole live revolves around the L train – a harrowing fact considering most of us have either been cursed out by a sassy teenage girl or seen someone strip down to their skivvies during the long commute home. After rides like those (or, let’s be honest, any subway ride), all we want, all we need is a stiff drink. Which is why we’re depleting our MetroCards to round up the best bars within steps of each L stop in Bushwick. Let’s start at the Montrose stop, where we can toast (or curse) the MTA at these five within-walking-distance bars., ",http://bushwickdaily.com/2013/02/drink-ride-5-bars-by-the-montrose-l-train-stop/,Drink & Ride: 5 Bars by the Montrose L Train Stop
"It’s not like I was invited. In fact I was told that this pad is pretty full during Superbowl, and other dudes are even bringing their own chairs. What’s worse, I was even specifically asked not to invite Bushwick Daily readers. So guys, please do not crash this carefully crafted dude night celebrating what my glamorously European, female self thought was “Superball.” Regardless, I am sharing this invitation with all the ladies of Bushwick as a means to explore and maybe someday understand the complicated and fragile soul of a Bushwick dude.,Here it goes:, ",http://bushwickdaily.com/2013/02/explore-the-soul-of-a-bushwick-dude-superfuckingbowl-xlvii/,Explore the Soul of a Bushwick Dude: SUPERFUCKINGBOWL XLVII
"It’s not like I was invited. In fact I was told that this pad is pretty full during Superbowl, and other dudes are even bringing their own chairs. What’s worse, I was even specifically asked not to invite Bushwick Daily readers. So guys, please do not crash this carefully crafted dude night celebrating what my glamorously European, female self thought was “Superball.” Regardless, I am sharing this invitation with all the ladies of Bushwick as a means to explore and maybe someday understand the complicated and fragile soul of a Bushwick dude.,Here it goes:, ",http://bushwickdaily.com/2013/02/explore-the-soul-of-a-bushwick-dude-superfuckingbowl-xlvii/,Explore the Soul of a Bushwick Dude: SUPERFUCKINGBOWL XLVII
"Do not try to have your art framed at , on 241 Troutman…That is unless you are MoMA, Sotheby’s or if you own a Picasso. Marcello Quebracho is not just any framer. Together with his partners, he created and restored the frames of the most valuable masterpieces of the history. Yes, including Mona Lisa’s frame in Louvre., ",http://bushwickdaily.com/2013/01/quebracho-now-framing-the-greatest-art-of-the-history-in-bushwick/,Quebracho Now Framing the Greatest Art in the History in Bushwick
"Do not try to have your art framed at , on 241 Troutman…That is unless you are MoMA, Sotheby’s or if you own a Picasso. Marcello Quebracho is not just any framer. Together with his partners, he created and restored the frames of the most valuable masterpieces of the history. Yes, including Mona Lisa’s frame in Louvre., ",http://bushwickdaily.com/2013/01/quebracho-now-framing-the-greatest-art-of-the-history-in-bushwick/,Quebracho Now Framing the Greatest Art in the History in Bushwick
"Your brain freezes as the temperature drops below 21 degrees that feel like 5!! You’re bundled up in two blankets, and spring seems about as close as a satellite. What’s worst the end of January is the easiest time to break your New Year’s resolutions. How do you stay in shape despite the blistering cold and an ever seductive Netlix waiting in your bed? Try our four awesome warm workouts to detox, shape and regenerate your body!, ",http://bushwickdaily.com/2013/01/4-warm-workouts-in-bushwick-and-beyond/,4 Warm Workouts in Bushwick and Beyond
"Your brain freezes as the temperature drops below 21 degrees that feel like 5!! You’re bundled up in two blankets, and spring seems about as close as a satellite. What’s worst the end of January is the easiest time to break your New Year’s resolutions. How do you stay in shape despite the blistering cold and an ever seductive Netlix waiting in your bed? Try our four awesome warm workouts to detox, shape and regenerate your body!, ",http://bushwickdaily.com/2013/01/4-warm-workouts-in-bushwick-and-beyond/,4 Warm Workouts in Bushwick and Beyond
"You would expect anything but the sweet smell of burning incense when you get off the L train on the Jefferson stop. But the smell only grows stronger as you walk up the steps to Wyckoff Ave and, we assure you, you are not imagining it. The incense belongs to , that opened in December 2012 in Bushwick., ",http://bushwickdaily.com/2013/01/high-end-yoga-studio-opens-in-bushwick-good-yoga/,High-end Yoga Studio Opens in Bushwick: Good Yoga
"You would expect anything but the sweet smell of burning incense when you get off the L train on the Jefferson stop. But the smell only grows stronger as you walk up the steps to Wyckoff Ave and, we assure you, you are not imagining it. The incense belongs to , that opened in December 2012 in Bushwick., ",http://bushwickdaily.com/2013/01/high-end-yoga-studio-opens-in-bushwick-good-yoga/,High-end Yoga Studio Opens in Bushwick: Good Yoga
"Hey cool kids! Want the rub on some great new music? Then please click elsewhere because the following words are about Green Jellÿ, the worst fucking band in the world. On the other hand, if you’re someone who’s keen to remember Green Jellÿ as that freaky speck in the crud-mosaic of a childhood that you sucked out of the brightly flashing televised slush of 1990s corporate sponsored child hypnosis, then you might realize, like I did last month in Bushwick, that a raging bald man in his underwear and an army of shitty neon puppet costumes might actually blow your mind., ",http://bushwickdaily.com/2013/01/green-jelly-sucks/,Green Jellÿ is the Worst Band in the World!
"Hey cool kids! Want the rub on some great new music? Then please click elsewhere because the following words are about Green Jellÿ, the worst fucking band in the world. On the other hand, if you’re someone who’s keen to remember Green Jellÿ as that freaky speck in the crud-mosaic of a childhood that you sucked out of the brightly flashing televised slush of 1990s corporate sponsored child hypnosis, then you might realize, like I did last month in Bushwick, that a raging bald man in his underwear and an army of shitty neon puppet costumes might actually blow your mind., ",http://bushwickdaily.com/2013/01/green-jelly-sucks/,Green Jellÿ is the Worst Band in the World!
"I love you, Bushwick, but I have some complaints. This neighborhood, so creative, friendly, so densely populated and diverse, desperately , ,., ",http://bushwickdaily.com/2013/01/closeted-in-bushwick/,Closeted in Bushwick
"I love you, Bushwick, but I have some complaints. This neighborhood, so creative, friendly, so densely populated and diverse, desperately , ,., ",http://bushwickdaily.com/2013/01/closeted-in-bushwick/,Closeted in Bushwick
"The end of the year is my favorite time because that’s when we get to take a step back and think about everything that we have done. I personally click on the summaries of Bushwick Daily visitor stats, and take a look at the posts published in 2012. What I see frequently surprises, if not shocks me. Though, I have to note that it’s a very pleasant shock.,The first glance at our stats shows that Bushwick Daily did a quadruple flip back and managed to get 10 out of 10 for the landing as well. At the end of 2012 we are reaching , as we did in the beginning of this year (approximately 15,000 in January 2012 and 60,000 in December 2012). If you’re asking about the difference between 2011 and 2012, we have reached , (approx. 73,000 in 2011 and 390,000 in 2012)., ",http://bushwickdaily.com/2012/12/2012-looking-back-and-giving-thanks/,2012: Looking Back and Giving Thanks
"The end of the year is my favorite time because that’s when we get to take a step back and think about everything that we have done. I personally click on the summaries of Bushwick Daily visitor stats, and take a look at the posts published in 2012. What I see frequently surprises, if not shocks me. Though, I have to note that it’s a very pleasant shock.,The first glance at our stats shows that Bushwick Daily did a quadruple flip back and managed to get 10 out of 10 for the landing as well. At the end of 2012 we are reaching , as we did in the beginning of this year (approximately 15,000 in January 2012 and 60,000 in December 2012). If you’re asking about the difference between 2011 and 2012, we have reached , (approx. 73,000 in 2011 and 390,000 in 2012)., ",http://bushwickdaily.com/2012/12/2012-looking-back-and-giving-thanks/,2012: Looking Back and Giving Thanks
"It took us about three days to recover… but we are back. , was very likely the coolest holiday party of all times, and we’re so happy we spent it with you!,On Sunday night, the weather sucked; it was drizzling and the Bushwick warehouse promenade wasn’t exactly inviting. However, Bushwick Daily team was running around Brooklyn Fire Proof like a bee hive, hanging photographs; preparing  the ultra-fabulous photo booth; setting up the bands and sipping whiskey. To warm up!  …And then you guys stared to come, and suddenly the house was full, the strobe lights in the photo booth where bleeping, and everybody was having fun! Bushwick Daily Holiday Party was an excellent example of terrific team work. Pure love was floating in the air, and once the party started there was no end to it. Or wait, we just don’t remember it…., ",http://bushwickdaily.com/2012/12/bushwick-daily-holiday-party-was-fab-or-see-your-face-in-our-photo-booth/,Bushwick Daily Holiday Party Was Fab + See Your Face in Our Photo Booth!
"It took us about three days to recover… but we are back. , was very likely the coolest holiday party of all times, and we’re so happy we spent it with you!,On Sunday night, the weather sucked; it was drizzling and the Bushwick warehouse promenade wasn’t exactly inviting. However, Bushwick Daily team was running around Brooklyn Fire Proof like a bee hive, hanging photographs; preparing  the ultra-fabulous photo booth; setting up the bands and sipping whiskey. To warm up!  …And then you guys stared to come, and suddenly the house was full, the strobe lights in the photo booth where bleeping, and everybody was having fun! Bushwick Daily Holiday Party was an excellent example of terrific team work. Pure love was floating in the air, and once the party started there was no end to it. Or wait, we just don’t remember it…., ",http://bushwickdaily.com/2012/12/bushwick-daily-holiday-party-was-fab-or-see-your-face-in-our-photo-booth/,Bushwick Daily Holiday Party Was Fab + See Your Face in Our Photo Booth!
" ,If you’re one of those who constantly cry over the ‘good’ old ‘sorta romantic’ times in Bushwick when gangs used to terrorize the streets, and it was actually pretty dangerous to walk in Bushwick streets at night, we will stop you right there. Not that much has changed since then. Especially not in the light of the ,, and the , gang that got busted today., informed today that police busted a 250-member, highly organized gang that had been terrorizing the streets of Bushwick, and committing serious crimes such as murders, assaults, burglaries etc. The gang known as TBO (,) had been around since 2003, and quickly grew in numbers recruiting gang members from other gangs in Brooklyn., ",http://bushwickdaily.com/2012/12/cops-took-down-a-major-bushwick-gang-using-social-media/,Cops took down a major Bushwick gang using social media
" ,If you’re one of those who constantly cry over the ‘good’ old ‘sorta romantic’ times in Bushwick when gangs used to terrorize the streets, and it was actually pretty dangerous to walk in Bushwick streets at night, we will stop you right there. Not that much has changed since then. Especially not in the light of the ,, and the , gang that got busted today., informed today that police busted a 250-member, highly organized gang that had been terrorizing the streets of Bushwick, and committing serious crimes such as murders, assaults, burglaries etc. The gang known as TBO (,) had been around since 2003, and quickly grew in numbers recruiting gang members from other gangs in Brooklyn., ",http://bushwickdaily.com/2012/12/cops-took-down-a-major-bushwick-gang-using-social-media/,Cops took down a major Bushwick gang using social media
"This weekend, dear friends, will blissfully float in a careless party atmosphere. A vast majority of art people are chillin’ on a beach in Miami, but I have some good news for those of you who remained on guard at the fortress Bushwick. We have really good parties this weekend! And they are starting tonight!, ",http://bushwickdaily.com/2012/12/top-5-things-to-do-this-weekend-bushwick-party-edition/,Top 5 Things To Do This Weekend: Bushwick Party Edition
"This weekend, dear friends, will blissfully float in a careless party atmosphere. A vast majority of art people are chillin’ on a beach in Miami, but I have some good news for those of you who remained on guard at the fortress Bushwick. We have really good parties this weekend! And they are starting tonight!, ",http://bushwickdaily.com/2012/12/top-5-things-to-do-this-weekend-bushwick-party-edition/,Top 5 Things To Do This Weekend: Bushwick Party Edition
"Let’s face it, there’s no real reason for you to drink at a bar during the next couple months. …But since curtailing your alcohol intake simply isn’t an option, two Bushwick bars—,and,—are planning to set-up heated outdoor areas to keep you warm and fuzzy without having to drink half a dozen Hot Toddy’s.,According to the bar owner, the planned set-up for The Narrows is going to include a sort of futuristic, infrared heating system for the bar’s annex area that will pipe in warm air from three different angles., ",http://bushwickdaily.com/2012/12/coming-soon-heated-bar-areas-bushwick/,Coming Soon: Heated Bar Areas at The Narrows and BK Fire Proof
"Let’s face it, there’s no real reason for you to drink at a bar during the next couple months. …But since curtailing your alcohol intake simply isn’t an option, two Bushwick bars—,and,—are planning to set-up heated outdoor areas to keep you warm and fuzzy without having to drink half a dozen Hot Toddy’s.,According to the bar owner, the planned set-up for The Narrows is going to include a sort of futuristic, infrared heating system for the bar’s annex area that will pipe in warm air from three different angles., ",http://bushwickdaily.com/2012/12/coming-soon-heated-bar-areas-bushwick/,Coming Soon: Heated Bar Areas at The Narrows and BK Fire Proof
"When Roberta’s Bread is short of a pastry assistant for viennoiserie production, they turn to (naturally) ,. By far the most successful Bushwick restaurant whose bread was proclaimed to be the best in New York by NY Magazine reveals that the candidate should have a culinary degree and/or one year of equivalent experience. He or she must be “focused, hard-working and possess a sense of urgency.”,What can I say? The cut-throat world of artisanal pastry baking unveiled itself right in front of my eyes… You gotta be no. 1 to bake no. 1 bread in New York! (and I am ironic only a little bit). So do you think you’re well-fitted for this job? Apply now! In the mean time, check out , about Roberta’s pastry making that appeared in The Village Voice in July 2012.",http://bushwickdaily.com/2012/11/do-you-have-what-it-takes-to-the-robertas-pastry-star/,Do you have what it takes to be the next Roberta’s pastry star?
"When Roberta’s Bread is short of a pastry assistant for viennoiserie production, they turn to (naturally) ,. By far the most successful Bushwick restaurant whose bread was proclaimed to be the best in New York by NY Magazine reveals that the candidate should have a culinary degree and/or one year of equivalent experience. He or she must be “focused, hard-working and possess a sense of urgency.”,What can I say? The cut-throat world of artisanal pastry baking unveiled itself right in front of my eyes… You gotta be no. 1 to bake no. 1 bread in New York! (and I am ironic only a little bit). So do you think you’re well-fitted for this job? Apply now! In the mean time, check out , about Roberta’s pastry making that appeared in The Village Voice in July 2012.",http://bushwickdaily.com/2012/11/do-you-have-what-it-takes-to-the-robertas-pastry-star/,Do you have what it takes to be the next Roberta’s pastry star?
