topic_title,topic_url,post_author,post_body,thread_author
Library Genesis on Usenet,http://genofond.org/viewtopic.php?f=17&sid=972aa5b57bf05f05b32d8c75ca2e05fc&start=25&t=6769,reopert,"<div class=""postbody"">there are several broken nzb files on <!-- m --><a class=""postlink"" href=""ftp://libgen.org/repository_nzb/"">ftp://libgen.org/repository_nzb/</a><!-- m --> nzb's 118-121 that is - most files come out broken. If I get the nzb from another source like <!-- m --><a class=""postlink"" href=""http://www.nzbsearch.net/search.aspx?q=gen121000esis&amp;st=5"">http://www.nzbsearch.net/search.aspx?q= ... 0esis&amp;st=5</a><!-- m --> it works fine. Thank you.</div>",bookwarrior
Library Genesis on Usenet,http://genofond.org/viewtopic.php?f=17&sid=972aa5b57bf05f05b32d8c75ca2e05fc&start=25&t=6769,123dutch,"<div class=""postbody"">this tuesday the upload continues again: 43000, 47000, 107000 and contuing with 131000 and up.</div>",bookwarrior
Library Genesis on Usenet,http://genofond.org/viewtopic.php?f=17&sid=972aa5b57bf05f05b32d8c75ca2e05fc&start=25&t=6769,ansaron,"<div class=""postbody""><span style=""font-weight: bold""><span style=""font-size: 150%; line-height: normal"">Report on Libgen Usenet Postings gen51000esis–gen75000esis:<br></span></span><br><div class=""codetitle""><b>Code:</b></div><div class=""codecontent"">Directory:   # Files:   MD5 Mismatches:<br>/51000        1000        0 <br>/52000        1000        0<br>/53000        1015?       0<br>/54000        1000        0<br>/55000        1001?       0<br>/56000        1000        0<br>/57000         999        0<br>/58000        1000        0<br>/59000        1000        0<br>/60000        1000        0<br>/61000        1000        0<br>/62000        1000        0<br>/63000        1000        0<br>/64000        1000        0<br>/65000        1000        0<br>/66000        1000        0<br>/67000        1000        0<br>/68000         999        0<br>/69000        1000        0     <br>/70000         997        0<br>/71000         996        0<br>/72000         998        0       <br>/73000         997        0<br>/74000        1000        0        <br>/75000         994        0<br></div><br><br><span style=""font-weight: bold"">Corrupted RAR Archives:<br></span>NO CORRUPTED ARCHIVES. All archives expanded correctly.  <br><br><span style=""font-weight: bold"">MD5 Mismatches:<br></span>md5deep found NO MD5 MISMATCHES.<br><br><span style=""font-weight: bold"">File Numbers:<br></span>Could I have confirmation of the correct/expected number of files in each directory? <br><br><span style=""font-weight: bold"">Remark on Patches:<br></span>gen PATCH esis corrects previous MD5 mismatches in /35000, /37000/, /46000 and /49000. A note about this will be added to the previous report.<br><br>As always, thanks to 123dutch and texas for their work. Your efforts are deeply appreciated. The error rate for this batch was zero. Outstanding!</div>",bookwarrior
Library Genesis on Usenet,http://genofond.org/viewtopic.php?f=17&sid=972aa5b57bf05f05b32d8c75ca2e05fc&start=25&t=6769,reopert,"<div class=""postbody"">any reason why 81000 and 82000 are missing? they were skipped and went right into 83000</div>",bookwarrior
Library Genesis on Usenet,http://genofond.org/viewtopic.php?f=17&sid=972aa5b57bf05f05b32d8c75ca2e05fc&start=25&t=6769,ansaron,"<div class=""postbody""><div class=""quotetitle"">reopert wrote:</div><div class=""quotecontent"">any reason why 81000 and 82000 are missing? they were skipped and went right into 83000</div><br><br>They do not exist/are empty.</div>",bookwarrior
Library Genesis on Usenet,http://genofond.org/viewtopic.php?f=17&sid=972aa5b57bf05f05b32d8c75ca2e05fc&start=25&t=6769,texas,"<div class=""postbody""><div class=""quotetitle"">ansaron wrote:</div><div class=""quotecontent""><br><span style=""font-weight: bold"">File Numbers:<br></span>Could I have confirmation of the correct/expected number of files in each directory? <br></div><br>Here is the list of the number of files in each directory, according to the torrent files. In our NZBs we just removed 3 files, detected as virus by MS Essentials (.exe files), so these 3 folders will have 999 files in the NZBs. The list is:<br><br><div class=""codetitle""><b>Code:</b></div><div class=""codecontent"">#Files  Folder<br>----   -----<br>54    /83000<br>257   /77000<br>290   /80000<br>318   /865000<br>351   /866000<br>515   /76000<br>913   /212000<br>917   /213000<br>985   /52000<br>994   /75000<br>996   /200000<br>996   /237000<br>996   /71000<br>997   /107000<br>997   /248000<br>997   /308000<br>997   /70000<br>997   /73000<br>997   /869000<br>998   /108000<br>998   /124000<br>998   /201000<br>998   /202000<br>998   /225000<br>998   /72000<br>998   /721000<br>998   /844000<br>999   /0<br>999   /104000<br>999   /114000<br>999   /115000<br>999   /118000 * virus (.exe - /118000/fdc00245581b73b84d50cb4ef7a6143d)<br>999   /203000<br>999   /210000 * virus (.exe - /210000/61415ac7cfb96b7fcb967f5532b073e9)<br>999   /223000<br>999   /224000 * virus (.exe - /224000/140d912e60dd2fd88f75b9d7f2c6a653)<br>999   /226000<br>999   /239000<br>999   /244000<br>999   /251000<br>999   /294000<br>999   /307000<br>999   /327000<br>999   /57000<br>999   /786000<br>999   /867000<br>1001   /55000<br>1015   /53000<br><br>All other folders = 1000 files</div><br><br>Some folders indeed have much less than 1000 files. Maybe BW or Bill can confirm or correct these numbers, if possible, so our NZBs can be up-to-date or eventually corrected to the actual LG now.<br><br>Thanks again for checking the NZBs! Your help and of course BW and Bill_G efforts are also outstanding, no doubt at all!  <img src=""./images/smilies/icon_e_biggrin.gif"" alt="":D"" title=""Very Happy""><br><br>Cheers!<br>Texas</div>",bookwarrior
Library Genesis on Usenet,http://genofond.org/viewtopic.php?f=17&sid=972aa5b57bf05f05b32d8c75ca2e05fc&start=25&t=6769,ansaron,"<div class=""postbody""><span style=""font-weight: bold""><span style=""font-size: 150%; line-height: normal"">Report on Libgen Usenet Postings gen76000esis–gen100000esis:<br></span></span><br><div class=""codetitle""><b>Code:</b></div><div class=""codecontent"">Directory:   # Files:   MD5 Mismatches:<br> /76000          515        0 <br> /77000          257        0<br> /78000         1000        0<br> /79000         1000        0<br> /80000          290        0<br> /81000         DOES NOT EXIST<br> /82000         DOES NOT EXIST<br> /83000           54        0<br> /84000         1000        0<br> /85000         1000        0<br> /86000         1000        0<br> /87000         1000        0<br> /88000         1000        0<br> /89000         1000        0<br> /90000         1000        0<br> /91000         1000        0<br> /92000         1000        0<br> /93000         1000        0<br> /94000         1000        0     <br> /95000         1000        0<br> /96000         1000        0<br> /97000         1000        0       <br> /98000         1000        0<br> /99000         1000        0        <br>/100000         1000        0</div><br><br><span style=""font-weight: bold"">Corrupted RAR Archives:<br></span>There were NO CORRUPTED ARCHIVES. The gen78000esis archive <span style=""font-style: italic"">was</span> reported as being corrupt by MacPAR deluxe's built-in RAR extractor. However all 1000 files were successfully extracted by other RAR utilities (on both OS X and Windows). WinRAR confirms all files in the archive as being uncorrupted. All MD5 hashes for extracted files are OK. I have no explanation for this (beyond that most OS X decompression utilities seem more fragile than their Windows counterparts). So, if you have trouble expanding the gen78000esis RAR archives try a different decompression utility.    <br><br><span style=""font-weight: bold"">MD5 Mismatches:<br></span>md5deep found NO MD5 MISMATCHES.<br><br><br>The error rate for this batch was again zero. We are winning  <img src=""./images/smilies/icon_cool.gif"" alt=""8-)"" title=""Cool""></div>",bookwarrior
Library Genesis on Usenet,http://genofond.org/viewtopic.php?f=17&sid=972aa5b57bf05f05b32d8c75ca2e05fc&start=25&t=6769,reopert,"<div class=""postbody"">gen155000esis is missing at least one .rar file. It ends with part120, but it's incomplete - at least part 121 is missing. Getting only 992 files.</div>",bookwarrior
Library Genesis on Usenet,http://genofond.org/viewtopic.php?f=17&sid=972aa5b57bf05f05b32d8c75ca2e05fc&start=25&t=6769,123dutch,"<div class=""postbody"">I will re-up gen155000esis monday <img src=""./images/smilies/icon_e_smile.gif"" alt="":)"" title=""Smile""> Thanks for the reply <img src=""./images/smilies/icon_e_smile.gif"" alt="":)"" title=""Smile""></div>",bookwarrior
Library Genesis on Usenet,http://genofond.org/viewtopic.php?f=17&sid=972aa5b57bf05f05b32d8c75ca2e05fc&start=25&t=6769,bookwarrior,"<div class=""postbody"">our gen.lib.rus.ec's hoster seems to have sold his project (lib.rus.ec) or is close to this. No one knows what the fate of gen.lib.rus.ec is. So, the backups of any sort become even more important now.</div>",bookwarrior
Library Genesis on Usenet,http://genofond.org/viewtopic.php?f=17&sid=972aa5b57bf05f05b32d8c75ca2e05fc&start=25&t=6769,123dutch,"<div class=""postbody""><div class=""quotetitle"">bookwarrior wrote:</div><div class=""quotecontent"">our gen.lib.rus.ec's hoster seems to have sold his project (lib.rus.ec) or is close to this. No one knows what the fate of gen.lib.rus.ec is. So, the backups of any sort become even more important now.</div><br><br>LG on usenet will continue (I am sick for a few weeks, hence the somewhat slower uploads). <br>But no matter what, we will keep on pushing the files to Usenet.</div>",bookwarrior
Library Genesis on Usenet,http://genofond.org/viewtopic.php?f=17&sid=972aa5b57bf05f05b32d8c75ca2e05fc&start=25&t=6769,ansaron,"<div class=""postbody"">@123dutch<br><br>Someone else pointed this out before, but it's only just bitten me: gen118000esis -- gen121000esis are all incomplete (no matter which  NZBs you use). That is: the uploads are all missing too many blocks for repair to be possible (in many cases the PAR files are damaged too). <br><br>Would it be possible for you to either upload additional PAR files or else maybe totally re-upload these four archives again? At the moment they are damaged beyond repair.<br><br>Many thanks (and I hope you get better soon!).<br><br><span style=""font-weight: bold"">UPDATE:</span> I'm now trying to use the recovery volumes in the RAR volumes to first (partially) repair the RAR archives and then use the PAR files to complete the recovery of the archives. I seem to have succeeded in doing this for gen118000esis. It's taking some time so my next report will probably be delayed.</div>",bookwarrior
Library Genesis on Usenet,http://genofond.org/viewtopic.php?f=17&sid=972aa5b57bf05f05b32d8c75ca2e05fc&start=25&t=6769,ansaron,"<div class=""postbody""><span style=""font-weight: bold""><span style=""font-size: 150%; line-height: normal"">How to use RAR Recovery Records. Part 1<br></span></span><br>From gen105000esis onwards 123dutch has incorporated recovery records into the RAR archives he is posting on Usenet. This was new to me, so I thought I'd write a short How-To on using RAR recovery records. <br><br>I'll illustrate using two examples from 123dutch's Usenet upload of Library Genesis: gen126000esis and gen118000esis<br><br>We'll start with gen126000esis as this is more straightforward. After downloading the RAR volumes and repairing with PAR2 files, the standard decompression utilities reported that the archive was damaged. <br><br><span style=""font-weight: bold"">Windows</span><br>If you are using WinRAR on a Windows machine then open any of the gen12600esis RAR volumes (say gen126000esis.part001.rar) in WinRAR and select ""test"". <br>After a while WinRAR will identify one volume (gen126000esis.part005.rar) as containing a file with a CRC error.<br>Open gen126000esis.part005.rar with WinRAR and select ""repair"". <br>After a while WinRAR will produce a file: fixed.gen126000esis.part005.rar. <br>Delete the original file gen126000esis.part005.rar and rename fixed.gen126000esis.part005.rar to gen126000esis.part005.rar<br><br>gen126000esis should now decompress without any problems.<br><br><span style=""font-weight: bold"">*nix<br></span>If you are using a *nix variant (linux, OS X, ...) then you will need to use the command-line version of RAR (available from:<a href=""http://www.rarlab.com/download.htm"" class=""postlink"">http://www.rarlab.com/download.htm</a>).<br><br>We start by testing the RAR volumes to identify the volume(s) that requires repair. Change to the directory containing the rar executable and in a terminal window type:<br><div class=""codetitle""><b>Code:</b></div><div class=""codecontent"">./rar t '/path/to/rar/volumes/*'</div><br>You should get output that reads:<br><div class=""codetitle""><b>Code:</b></div><div class=""codecontent"">RAR 4.20   Copyright (c) 1993-2012 Alexander Roshal   9 Jun 2012<br>Trial version             Type RAR -? for help<br><br><br>Testing archive /Users/ansaron/Downloads/usenet/gen126000esis/gen126000esis.part001.rar<br><br>Testing     126000/00528e2366972d6c027fb4a15e4b18cf                   OK <br>Testing     126000/0093fe6589d2a286206f9d181f9b6d4b                   OK <br>Testing     126000/00c1b48fda5f2f0072710c19a6f2a4c1                   OK <br>Testing     126000/00e61e1d50e9f106cca8e37d093fcaed                   OK<br>...<br>...<br><br>Testing archive /Users/ansaron/Downloads/usenet/gen126000esis/gen126000esis.part005.rar<br><br>...         126000/0792160377d05abb306e2bac7cc43c5f                   OK <br>Testing     126000/079e0eb1cdfbc062e75758ccef635a61                    2%<br>126000/079e0eb1cdfbc062e75758ccef635a61 - CRC failed<br>Testing     126000/07d10822167b765b0031b5975b6a1ea2                   OK <br>Testing     126000/07dbc84267f12801736dbafcf791661f                   OK <br>Testing     126000/0807b545d7f25c85cc9dc0068ec816be                   OK <br>Testing     126000/08a244119244b8efe3c6f04b45ab5527                   OK <br>Testing     126000/08be1615b9af3c644a222012e775d9e0                   OK <br>Testing     126000/0910705a9d46846f5efdcac1e1d1b146                   OK <br>Testing     126000/092a34a90c230bc814dd3163398ca4e7                    2%<br>...<br>...<br><br>Testing archive /Users/ansaron/Downloads/usenet/gen126000esis/gen126000esis.part086.rar<br><br>...         126000/fb931f2d8b7c464ed78c6f1e51cca6a7                   OK <br>Testing     126000/fbb9b0426e09282efcb2164f04a253dc                   OK <br>Testing     126000/fbdbcbe36bb3e00e805ee3f9470be247                   OK <br>Testing     126000/fc2d16b77ef81815aaf9aee3a154ced8                   OK <br>...<br>...<br>Total errors: 1<br></div><br>So in this case there is a single RAR volume (part005) containing a corrupted file.  We now repair that RAR volume:<br><div class=""codetitle""><b>Code:</b></div><div class=""codecontent"">./rar r /path/to/rar/volumes/gen126000esis.part005.rar</div><br>You should get output:<br><div class=""codetitle""><b>Code:</b></div><div class=""codecontent"">RAR 4.20   Copyright (c) 1993-2012 Alexander Roshal   9 Jun 2012<br>Trial version             Type RAR -? for help<br><br>Building fixed.gen126000esis.part005.rar<br>Scanning...<br>Data recovery record found 100%<br>Sector 36051 (offsets 119A600...119A800) damaged - data recovered<br>Sector 36052 (offsets 119A800...119AA00) damaged - data recovered<br>Sector 36053 (offsets 119AA00...119AC00) damaged - data recovered<br>Sector 36054 (offsets 119AC00...119AE00) damaged - data recovered<br>Sector 36055 (offsets 119AE00...119B000) damaged - data recovered<br>Done</div><br>and you end up with a file fixed.gen126000esis.part005.rar (in the same directory where the rar executable lives). Replace the original part005 volume with the fixed volume.  The  gen126000esis archive should now decompress without error.</div>",bookwarrior
Library Genesis on Usenet,http://genofond.org/viewtopic.php?f=17&sid=972aa5b57bf05f05b32d8c75ca2e05fc&start=25&t=6769,bookwarrior,"<div class=""postbody"">thanks, I believe it will be helpful to others.</div>",bookwarrior
Library Genesis on Usenet,http://genofond.org/viewtopic.php?f=17&sid=972aa5b57bf05f05b32d8c75ca2e05fc&start=25&t=6769,texas,"<div class=""postbody"">@ansaron: Thanks a lot for your tutorial, and for you testings as well!<br><br>@BW: Today and in next days were uploading the books from folders 200k-300k, and we noticed that there's the fllowing batch file which deletes some books with broken links (MD5 mismatches?):<br><!-- m --><a class=""postlink"" href=""ftp://libgen.org/repository_torrent/del%20broken%20files.bat"">ftp://libgen.org/repository_torrent/del ... 0files.bat</a><!-- m --><br><br>So, it's better to delete the books from these folders, by running the .bat, and after they are removed, upload in Usenet the folders without these books already?<br><br>Thanks you all again for your great work!</div>",bookwarrior
